ID,NAME,TYPE,COUNTRY,REGION,GRAPES,BODY,ACIDITY,PRICE,VINTAGE,DESCRIPTION,URL,IMAGE_URL
3853,"Equipo Navazos, Colet Navazos Reserva Extra Brut, DO Penedés, Spain",White Wine,Spain,Jerez,Chardonnay ,0,0,38.95,2016,"Bone-dry, the nose is seductive and delicate, defined by white fruit jams, and ripe stone fruits. The creamy mousse envelop the palate of apricots and ripe oranges.",,https://www.alliancewine.com//images/products/BOTTLE_1704.png?mode=pad
3852,"Equipo Navazos, Colet Navazos Reserva Extra Brut, DO Penedés, Spain",White Wine,Spain,Jerez,Chardonnay ,0,0,38.95,2013,"Bone-dry, the nose is seductive and delicate, defined by white fruit jams, and ripe stone fruits. The creamy mousse envelop the palate of apricots and ripe oranges.",,https://www.alliancewine.com//images/products/BOTTLE_1704.png?mode=pad
3851,"Bodegas Luis Cañas, Rioja Crianza, DOCa Rioja, Spain (150 cl.)",Red Wine,Spain,DOCa Rioja," Garnacha , Tempranillo ",4,4,37.95,2017,"Ruby red colour. A clean nose with notes of balsamic and fine nuances of plum and clean oak. Smooth, fruit and spice flavours with toasted oak, velvety cherry fruit and a slight hint of liquorice. Lasting rich fruit flavours with smooth round tannins. Complex and structured. A pleasant finish with red fruits and hints of eucalyptus.",,https://www.alliancewine.com//images/products/BOTTLE_1266.png?mode=pad
3850,"Bodegas Luis Cañas, Rioja Crianza, DOCa Rioja, Spain (150 cl.)",Red Wine,Spain,DOCa Rioja," Garnacha , Tempranillo ",4,4,37.95,2016,"Ruby red colour. A clean nose with notes of balsamic and fine nuances of plum and clean oak. Smooth, fruit and spice flavours with toasted oak, velvety cherry fruit and a slight hint of liquorice. Lasting rich fruit flavours with smooth round tannins. Complex and structured. A pleasant finish with red fruits and hints of eucalyptus.",,https://www.alliancewine.com//images/products/BOTTLE_1266.png?mode=pad
3849,"Celler de Capçanes, Cabrida, DO Montsant, Spain",Red Wine,Spain,Catalunya,Grenache ,4,4,37.95,2017,"Bright, deep violet- ruby colour. Plentiful aromas of cherry and blueberry which shows the pure essence of old Grenache vines. Full-bodied, dense flavours of dark berry fruit, elegant oaky, toastiness, fresh, vibrant acidity and elegant glycerin sweetness A serious, ripe tannin background with very good length.",,https://www.alliancewine.com//images/products/BOTTLE_1734.png?mode=pad
3848,"Celler de Capçanes, Cabrida, DO Montsant, Spain",Red Wine,Spain,Catalunya,Grenache ,4,4,37.95,2016,"Bright, deep violet- ruby colour. Plentiful aromas of cherry and blueberry which shows the pure essence of old Grenache vines. Full-bodied, dense flavours of dark berry fruit, elegant oaky, toastiness, fresh, vibrant acidity and elegant glycerin sweetness A serious, ripe tannin background with very good length.",,https://www.alliancewine.com//images/products/BOTTLE_1734.png?mode=pad
3847,"Mád Dry Furmint, Tokaji, Hungary (150 cl.)",White Wine,Hungary,Tokaji,Furmint ,0,0,36.95,2016,"Want to be a bit different? Somewhere between Loire Chenin and Chablis in style, wonderful elegant blend of apricot and peaches with a warming, ginger spice. A refreshing white wine expressing both the varietal character of the Furmint variety and the typical minerality of the vineyards of Mád village. Well structured and well balanced, just off dry in style with great structure and minerality.",,https://www.alliancewine.com//images/products/BOTTLE_1279.png?mode=pad
3846,"Mád Dry Furmint, Tokaji, Hungary (150 cl.)",White Wine,Hungary,Tokaji,Furmint ,0,0,36.95,2015,"Want to be a bit different? Somewhere between Loire Chenin and Chablis in style, wonderful elegant blend of apricot and peaches with a warming, ginger spice. A refreshing white wine expressing both the varietal character of the Furmint variety and the typical minerality of the vineyards of Mád village. Well structured and well balanced, just off dry in style with great structure and minerality.",,https://www.alliancewine.com//images/products/BOTTLE_1279.png?mode=pad
3845,"Quinta da Costa do Pinhão, Branco, Douro, Portugal",White Wine,Portugal,Douro,Old Vine Field Blend ,0,0,36.95,2016,"This golden coloured wine has a welcome reductive nose with hints of mineral, gunpowder and stone combined with delicate fruits, citrus and white flowers. Excellent acidity, minerals and herbal touches on the palate this is complex and intense with a lovely long finish.",,https://www.alliancewine.com//images/products/BOTTLE_3859.png?mode=pad
3844,"Tenuta Olim Bauda, Nizza, DOCG Riserva, Piedmont, Italy",Red Wine,Italy,Piedmont,Barbera ,4,4,36.95,2017,"The wine is only produced in really excellent years. Deep purple. The nose is rich and complex perfumed with red berry fruits that are peculiar to this grape variety. The palate is firm and full but balanced, and the finish is persistent and enticing.",,https://www.alliancewine.com//images/products/BOTTLE_2951.png?mode=pad
3843,"Tenuta Olim Bauda, Nizza, DOCG Riserva, Piedmont, Italy",Red Wine,Italy,Piedmont,Barbera ,4,4,36.95,2016,"The wine is only produced in really excellent years. Deep purple. The nose is rich and complex perfumed with red berry fruits that are peculiar to this grape variety. The palate is firm and full but balanced, and the finish is persistent and enticing.",,https://www.alliancewine.com//images/products/BOTTLE_2951.png?mode=pad
3842,"Rallo Azienda Agricola, Passito di Pantelleria, DOP Sicily, Italy",White Wine,Italy,Sicily,Moscato d'Alessandria ,0,0,36.95,2016,"A light amber colour with intense yet sweet, elegant and well-balanced with notes of orange peel, apricots, dried figs and honey with impressive acidity.",,https://www.alliancewine.com//images/products/BOTTLE_2931.png?mode=pad
3841,"Rallo Azienda Agricola, Passito di Pantelleria, DOP Sicily, Italy",White Wine,Italy,Sicily,Moscato d'Alessandria ,0,0,36.95,2015,"A light amber colour with intense yet sweet, elegant and well-balanced with notes of orange peel, apricots, dried figs and honey with impressive acidity.",,https://www.alliancewine.com//images/products/BOTTLE_2931.png?mode=pad
3840,"Tenute Rubino, Torre Testa, Salento Rosso, IGT, Puglia, Italy",Red Wine,Italy,Puglia,Susamaniello ,0,0,36.95,2016,"This is a classy, late harvest Susumaniello. One of the first wines from the Susumaniello project, Torre Testa is already an icon. It shows good acidity and fine tannins. Garnet red, complex notes of black cherry, kirsch, blackcurrant and blueberry jam.",,-
3839,"Domaine Jaeger-Defaix, Rully 1er Cru Rouge, Clos du Chapitre, Burgundy, France",Red Wine,France,Burgundy,Pinot Noir ,0,0,36.95,2019,"This fine, elegant Clos du Chapitre is a very burgundian style of Pinot noir. Aromas of red and black fruit dominate the nose with violets and cherry in abundance. Fine, supple tannins and a refreshing acidity on the palate make this a truly remarkable bottle of Pinot.",,https://www.alliancewine.com//images/products/BOTTLE_2401.png?mode=pad
3838,"Domaine Jaeger-Defaix, Rully 1er Cru Rouge, Clos du Chapitre, Burgundy, France",Red Wine,France,Burgundy,Pinot Noir ,0,0,36.95,2018,"This fine, elegant Clos du Chapitre is a very burgundian style of Pinot noir. Aromas of red and black fruit dominate the nose with violets and cherry in abundance. Fine, supple tannins and a refreshing acidity on the palate make this a truly remarkable bottle of Pinot.",,https://www.alliancewine.com//images/products/BOTTLE_2401.png?mode=pad
3837,"Tenuta Olim Bauda, Barbera d'Asti, La Villa, Piedmont, Italy (150 cl.)",Red Wine,Italy,Piedmont,Barbera ,4,4,36.95,2020,This wine is typified by a deep and bright ruby-red colour with a rich concentrated nose depicting cherry and berry fruit aromas. The palate is generous and full-bodied with a long and enticing finish.,,https://www.alliancewine.com//images/products/BOTTLE_1268.png?mode=pad
3836,"Tenuta Olim Bauda, Barbera d'Asti, La Villa, Piedmont, Italy (150 cl.)",Red Wine,Italy,Piedmont,Barbera ,4,4,36.95,2019,This wine is typified by a deep and bright ruby-red colour with a rich concentrated nose depicting cherry and berry fruit aromas. The palate is generous and full-bodied with a long and enticing finish.,,https://www.alliancewine.com//images/products/BOTTLE_1268.png?mode=pad
3835,"Domaine des Baumard, Savennières, Clos du Papillon, Loire, France",White Wine,France,Loire,Chenin Blanc ,4,4,35.95,2004,"Aromas of pear, almond and white flowers greet us on the nose.  The palate is rich with citrus, papaya and ripe exotic fruits.  There is a touch of mango and tangerine zest alongside a stony  minerality.  An impressive concentration with a firm acid backbone give the wine perfect balance. ",,https://www.alliancewine.com//images/products/BOTTLE_1153.png?mode=pad
3834,"Château Soussans, Margaux, Bordeaux, France",Red Wine,France,Bordeaux," Merlot , Cabernet Sauvignon ",4,4,35.95,2017,"Made with 50% Cabernet Sauvignon and 50% Merlot the wine is soft and silky with perfumed strawberry jam on the nose.  Ripe plum and cream come through on the palate which has supple tannins and an attractive, lively red fruit finish.  This elegant Margaux will be lovely to drink, share and enjoy over the next decade.",,https://www.alliancewine.com//images/products/BOTTLE_3158.png?mode=pad
3833,"Château Soussans, Margaux, Bordeaux, France",Red Wine,France,Bordeaux," Merlot , Cabernet Sauvignon ",4,4,35.95,2016,"Made with 50% Cabernet Sauvignon and 50% Merlot the wine is soft and silky with perfumed strawberry jam on the nose.  Ripe plum and cream come through on the palate which has supple tannins and an attractive, lively red fruit finish.  This elegant Margaux will be lovely to drink, share and enjoy over the next decade.",,https://www.alliancewine.com//images/products/BOTTLE_3158.png?mode=pad
3832,"Adega Ponte da Boga, Capricho, DO Ribeira Sacra, Spain",Red Wine,Spain,Galicia,Merenzao ,0,0,35.95,2016,"Native to Ribeira Sacra, the Merenzao grape has intense rose, raspberry and cherry aromas, supported by cherry rose and raspberry on the palate. The aging in old french oak gives this wine a delictate body with plenty of fruit and elegant tannins.",,https://www.alliancewine.com//images/products/BOTTLE_3699.png?mode=pad
3831,"Crocus, Le Calcifère, AOC Cahors, France",Red Wine,France,Languedoc & South West,Malbec ,4,4,35.95,2015,"Deep purple, with touches of fuchsia on the rim. An intense malbec displaying aromas of red cherry, blueberry, rose petal, ripe Italian plum, black liquorice and spice box. The palate is concentrated and bright, cascading with focused flavours of black cherry, red plum, milk chocolate, talc and hints of butterscotch and star anise, supported by fine-grained tannins. ",,https://www.alliancewine.com//images/products/BOTTLE_1424.png?mode=pad
3830,"Yacoubian Hobbs, Dry White, Aghavnadzor, Vayots Dzor, Armenia",White Wine,Armenia,Vayots Dzor," Garan Demak ,  Qrdi ,  Khatuni , Voskehat ",0,0,34.95,2017,"Golden yellow colour with delicate aromas of white lily and magnolia, citrus fruit, quince, white pepper and marked minerality. Bright entrance on the palate with refreshing acidity, followed by a rich mid-palate. The wine lingers on the finish with notes of yellow peach and Armenian apricot.",,-
3829,"Domaine des Baumard, Quarts de Chaume, Loire, France",White Wine,France,Loire,Chenin Blanc ,4,4,34.95,2012,"The greatest wine of the Loire Valley. It enjoys a terroir and a unique situation. These wines are rare elegance. A remarkable texture that combines power and clarity, richness and precision. A mingle of floral bouquets, notes of citrus and orchard fruit.",,https://www.alliancewine.com//images/products/BOTTLE_1168.png?mode=pad
3828,"Bodegas Sumarroca, Cava Nuria Claverol Homenatge Brut Gran Reserva, DO Cava, Spain",White Wine,Spain,Penedès,Xarel-lo ,4,3,34.95,2014,"Unique, intense aroma with strong mineral and toasted notes resulting in a highly individual character. Full favoured with bubbles that dissolve and mix with the cava to give it the right level of complexity; from a highly fruity start to an intriguing fresh and minerally finish.",,https://www.alliancewine.com//images/products/BOTTLE_1135.png?mode=pad
3827,"Viña Cobos, Bramare Appellation Cabernet Sauvignon, Luján de Cuyo, Argentina",Red Wine,Argentina,Mendoza,Cabernet Sauvignon ,4,3,34.95,2017,"A deep-coloured wine with reddish sparkles. Its sweet aroma is subtle and fresh. In the mouth, this Cabernet Sauvignon fills the palate with exquisite notes of red berries and spices –especially black pepper– which combine with sweet tannins, highlighting its balance and concentration.",,https://www.alliancewine.com//images/products/BOTTLE_7834.png?mode=pad
3826,"Viña Cobos, Bramare Appellation Cabernet Sauvignon, Luján de Cuyo, Argentina",Red Wine,Argentina,Mendoza,Cabernet Sauvignon ,4,3,34.95,2016,"Deep, brilliant red. The nose expresses hints of cassis, black fruits, and floral notes that elegantly compliment the sweet and pungent spices. Good structure and tension on the palate, along with round tannins, drive a long, persistant finish.",,https://www.alliancewine.com//images/products/BOTTLE_7834.png?mode=pad
3825,"Viña Cobos, Bramare Appellation Malbec, Valle de Uco, Argentina",Red Wine,Argentina,Mendoza,Malbec ,4,3,34.95,2018,"Red fruit, cassis and smoke on the nose. Luscious plum, blackberry and mocha on the palate with hints of oak and leather. The high altitude of the vineyard site ensures  fresh and ample acidity to make this a great partner for food, especially meat. It is smooth and complex with elegant tannins. A must-try wine!",,https://www.alliancewine.com//images/products/BOTTLE_7833.png?mode=pad
